    n    m             Cnm                      Snm  
   43   18   -0.319036939198596E-08   -0.411036910149811E-08 
   43   19   -0.554541637430968E-08   -0.695616594187269E-08 
   43   20   -0.872078353495472E-09    0.497562421886591E-09 
   43   21    0.338222765007025E-08    0.539516509343150E-08 
   43   22    0.551372688504688E-08   -0.224899261582429E-08 
   43   23   -0.752578907124476E-11   -0.627867400399038E-08 
   43   24    0.474053504475804E-08   -0.196930706326916E-08 
   43   25    0.141203171716750E-08    0.324303081383249E-08 
   43   26   -0.389471382156172E-08    0.316151734222960E-08 
   43   27    0.487994829070158E-08    0.704779352608592E-10 
   43   28   -0.163619471884220E-08    0.834493926387008E-08 
   43   29   -0.242532929312159E-08    0.743061683391650E-09 
   43   30   -0.990090027231363E-08   -0.878158215304757E-08 
   43   31   -0.433450568483751E-08   -0.747103132226755E-09 
   43   32   -0.383306316263084E-08    0.555221543157098E-08 
   43   33    0.495507064212725E-08   -0.986460977499738E-09 
   43   34    0.326187208692813E-08    0.750651656700007E-09 
   43   35   -0.200783367149057E-08    0.509083047310355E-08 
   43   36    0.605425314014257E-09   -0.376969353166723E-08 
   43   37    0.345775785284319E-08    0.547241797554132E-08 
   43   38   -0.649272337675323E-08    0.815117099157688E-09 
   43   39    0.473505262111181E-08   -0.327697771067872E-08 
   43   40    0.110781099687575E-07    0.789701430350223E-09 
   43   41   -0.197255158065188E-08    0.311669238894889E-08 
   43   42   -0.854736266134176E-08    0.395889600605714E-08 
   43   43   -0.336391617501586E-08   -0.815598939790897E-08 
   44    0    0.341825482776338E-09    0.000000000000000E+00 
   44    1    0.580234484660046E-08   -0.216625120275727E-08 
   44    2   -0.624605263347537E-09    0.344030932372927E-08 
   44    3   -0.440528916752925E-09   -0.418164159933047E-08 
   44    4    0.151696050876043E-08   -0.126022299249902E-08 
   44    5    0.500237203377009E-09    0.403317779623061E-08 
   44    6   -0.717666831870678E-08    0.248072377692065E-08 
   44    7    0.524591182061770E-08    0.955078245194599E-08 
   44    8   -0.460327686222462E-08   -0.125708516915739E-08 
   44    9   -0.678993771809847E-09   -0.619532592766078E-08 
   44   10   -0.363603644050428E-08   -0.609108836942961E-08 
   44   11   -0.125401057604119E-08   -0.131465343376039E-08 
   44   12   -0.373885756518442E-08   -0.127760592440128E-08 
   44   13    0.131489895245275E-08   -0.637246844891523E-08 
   44   14   -0.606730963370774E-08   -0.289348676077691E-08 
   44   15    0.172872016406790E-08   -0.616697843234603E-08 
   44   16    0.445870612287568E-08    0.634295179125838E-08 
   44   17    0.462155370471475E-08    0.156486264837520E-08 
   44   18    0.587003124351851E-08   -0.386799148161628E-08 
   44   19    0.268014610271191E-10   -0.477886521561238E-08 
   44   20   -0.210677655270254E-08    0.378460888316495E-09 
   44   21   -0.730862343040326E-08    0.404087799969814E-10 
   44   22    0.534090831194632E-08    0.130549163008540E-08 
   44   23    0.145871939706774E-08    0.828773440287144E-08 
   44   24   -0.179730677538269E-09   -0.811030992784953E-08 
   44   25    0.418878529261233E-08    0.118985691474316E-09 
   44   26   -0.418959626753432E-08    0.102840034044933E-08 
   44   27    0.368663233695728E-08   -0.298290184816871E-08 
   44   28   -0.178581653954882E-09    0.533182335026976E-08 
   44   29   -0.685502429320801E-08    0.521037787992269E-08 
   44   30    0.473053620435718E-08    0.199219991924548E-08 
   44   31   -0.493354163744219E-09    0.269305630808789E-08 
   44   32   -0.406586584565581E-08    0.169534642008311E-08 
   44   33   -0.525109890018307E-08   -0.315881430288534E-09 
   44   34   -0.341322060241614E-08    0.595185679426610E-08 
   44   35   -0.751926059348949E-08   -0.291208902872370E-08 
   44   36    0.253588601129876E-08   -0.782703820911337E-08 
   44   37    0.108865793638512E-07    0.673980911086494E-08 
   44   38    0.351232163342484E-08   -0.613404649627273E-08 
   44   39    0.626586961605749E-08    0.324068093195157E-08 
   44   40   -0.385589760318546E-08    0.659979601022802E-08 
   44   41    0.321068836760132E-08   -0.141390080048101E-08 
   44   42   -0.743118187634285E-09   -0.888067643324143E-09 
   44   43    0.216173780784462E-08   -0.301689125947679E-08 
   44   44    0.282703508003659E-08   -0.170334138978176E-08 
   45    0   -0.325249344221831E-08    0.000000000000000E+00 
   45    1    0.341312181491634E-08   -0.460147977257510E-08 
   45    2    0.205673590433873E-08   -0.330524502064238E-08 
   45    3   -0.134238228828009E-08   -0.594213561618953E-08 
   45    4    0.339915144634805E-09   -0.260139228173213E-08 
   45    5    0.112585428475701E-08   -0.145778334623399E-08 
   45    6   -0.622241652676620E-08   -0.846890416975688E-09 
   45    7    0.525555508435568E-09    0.344528731407067E-08 
   45    8   -0.201831704663168E-08    0.959696475663130E-09 
   45    9    0.835716861925784E-08   -0.646545278596786E-08 
   45   10   -0.179623476536632E-08   -0.151871696271727E-08 
   45   11    0.428878073812984E-09   -0.285833770187419E-08 
   45   12   -0.393296220654224E-08   -0.157350735493718E-08 
   45   13   -0.253129975349191E-08   -0.973111880498651E-09 
   45   14    0.143956455179002E-08   -0.360458652080600E-08 
   45   15   -0.384322615787754E-08   -0.230847631948195E-09 
   45   16    0.623608246365673E-08    0.111447893412460E-08 
   45   17    0.281317007016037E-08   -0.168597783239456E-08 
   45   18    0.120514842796524E-08   -0.523388119774053E-08 
   45   19   -0.476346110617355E-08   -0.231823142044703E-08 
   45   20    0.501075258553527E-08    0.332047590573193E-08 
   45   21   -0.335130697884295E-08   -0.105031703863739E-08 
   45   22    0.315120289759284E-08    0.452796813837548E-08 
   45   23    0.285166998616723E-08    0.414575326439116E-08 
   45   24   -0.106277428375632E-07    0.454691721536126E-08 
   45   25    0.884567355927120E-08   -0.390563755694702E-08 
   45   26   -0.135331413815672E-08    0.622856087901787E-08 
   45   27   -0.654107911573583E-08    0.270668380583563E-09 
   45   28    0.605955735990661E-08   -0.128094329654932E-09 
   45   29   -0.806923597105554E-08   -0.316088862809404E-08 
   45   30   -0.178264797256972E-08   -0.874551557559884E-09 
   45   31   -0.106238321608131E-08   -0.609694871415945E-08 
   45   32   -0.581838531959413E-09   -0.290127056453037E-08 
   45   33   -0.193653138660214E-08   -0.238533316357374E-08 
   45   34   -0.247958313779685E-08    0.548410695240729E-08 
   45   35   -0.688042077193703E-08    0.829907160728285E-08 
   45   36   -0.891459176030309E-08    0.725514776252600E-08 
   45   37   -0.600819548399888E-08    0.437920383608059E-08 
   45   38   -0.454322672325513E-08    0.403956355659737E-08 
   45   39   -0.201453327174524E-08   -0.757928643394171E-08 
   45   40    0.346016416793181E-08   -0.372410456322754E-08 
   45   41    0.973946238649751E-09    0.700924958242317E-09 
   45   42   -0.148212901908296E-08   -0.109931394867624E-07 
   45   43    0.433144646623625E-08    0.105665243562348E-08 
   45   44    0.112840330447424E-07    0.311214120857138E-08 
   45   45   -0.497166962875064E-09    0.519303394545186E-09 
   46    0   -0.310788414306997E-08    0.000000000000000E+00 
   46    1    0.176106882036657E-08   -0.228819000685752E-09 
   46    2    0.511173523536957E-08    0.314914406685942E-08 
   46    3   -0.171424669156622E-08   -0.147531043109151E-09 
   46    4    0.109698847304444E-08   -0.705774340619887E-08 
   46    5   -0.322740212508134E-08   -0.104923774879744E-07 
   46    6   -0.448035744068983E-08   -0.238522824210397E-08 
   46    7    0.549501514325875E-08   -0.873172621129952E-08 
   46    8   -0.194655549249523E-10    0.428813340952572E-08 
   46    9    0.854827985275208E-08    0.520281383803920E-08 
   46   10    0.301078415427333E-08   -0.131590989880230E-08 
   46   11   -0.273564829845073E-08   -0.413510233042742E-08 
   46   12   -0.230047240433078E-08   -0.102609433243942E-09 
   46   13   -0.531482646463562E-08   -0.342853476795164E-08 
   46   14    0.244435335980231E-09   -0.721079211533338E-10 
   46   15   -0.528563419273239E-08   -0.783631656319948E-09 
   46   16    0.207644551117222E-08    0.467861872958961E-08 
   46   17   -0.479776962388388E-08    0.744577650049683E-09 
   46   18    0.300153191264625E-08   -0.462237330393072E-08 
   46   19   -0.827917751688549E-09   -0.265343317883977E-08 
   46   20   -0.288537687947193E-08   -0.393303611797106E-08 
   46   21   -0.577025728393624E-08    0.309947046301554E-08 
   46   22    0.690040875913378E-08    0.154980912459347E-08 
   46   23    0.289480249240158E-08    0.345195901129054E-08 
   46   24   -0.339730818176302E-08    0.615915882044101E-09 
   46   25    0.383426664025040E-08   -0.726721735895722E-08 
   46   26    0.426398581890903E-08    0.117138176245902E-07 
   46   27   -0.258022842137896E-08   -0.266095451506253E-09 
   46   28   -0.659063387368969E-09   -0.500039734257088E-08 
   46   29   -0.249215211545175E-08   -0.320969002542665E-08 
   46   30   -0.499792346963594E-08   -0.709248294371903E-08 
   46   31   -0.186901231992792E-08   -0.126918995778330E-08 
   46   32   -0.130741231570974E-09   -0.370854850136827E-08 
   46   33    0.157440786349723E-07    0.403111590767068E-09 
   46   34   -0.163017425066279E-08    0.306709885409996E-08 
   46   35   -0.588971600156665E-08    0.139436181453571E-08 
   46   36   -0.104004238516075E-08   -0.198800999472316E-08 
   46   37   -0.414099883355284E-08    0.608110830696053E-08 
   46   38   -0.562032539792878E-08   -0.198081505332491E-08 
   46   39    0.719289870013454E-08   -0.210079061289436E-09 
   46   40    0.163792727114319E-09   -0.107866396720684E-08 
   46   41   -0.160283812929141E-09   -0.622868735423658E-08 
   46   42    0.114267583947155E-08    0.683302731288538E-08 
   46   43   -0.269994115202014E-08    0.120627365285110E-07 
   46   44    0.283297029758912E-08   -0.304168066343971E-08 
   46   45   -0.100124787492845E-08    0.498231557829855E-08 
   46   46    0.278476724212755E-09   -0.260038538617569E-08 
   47    0    0.936373675983609E-09    0.000000000000000E+00 
   47    1   -0.692507382707634E-08   -0.129127319392801E-08 
   47    2    0.435408002977113E-08   -0.273249739959796E-08 
   47    3    0.109720909156701E-08    0.241591639565814E-08 
   47    4    0.560895896241927E-09   -0.173928992777904E-08 
   47    5   -0.177300008152134E-08   -0.232735183450505E-08 
   47    6    0.304108787807455E-08   -0.416643939854810E-08 
   47    7    0.431577451435445E-09   -0.243110144372248E-08 
   47    8    0.645093263537143E-08   -0.674998062999882E-09 
   47    9   -0.854281543873949E-09    0.321707396192375E-08 
   47   10    0.399936393105547E-08    0.387280591252609E-08 
   47   11    0.448098611505102E-09   -0.372922194970075E-08 
   47   12    0.107686606287437E-07    0.196202615903970E-08 
   47   13   -0.244082737224284E-08   -0.724433808963503E-09 
   47   14    0.105944168428726E-08    0.474233342171245E-09 
   47   15   -0.205650888421304E-08    0.572870640563954E-09 
   47   16   -0.740036974274819E-09   -0.140037069326368E-08 
   47   17   -0.208057025161416E-08    0.249903882533872E-08 
   47   18   -0.190660337502894E-08    0.779712484231338E-08 
   47   19    0.236621709188988E-08    0.361099838163610E-08 
   47   20   -0.102566576474015E-07    0.156365871943418E-08 
   47   21   -0.567369486518902E-08   -0.794395977936398E-09 
   47   22   -0.764174889429659E-08   -0.498899418735748E-09 
   47   23    0.324551243143449E-08    0.667204294815098E-09 
   47   24   -0.580447284383644E-09   -0.149805482888103E-08 
   47   25   -0.218534355259991E-08   -0.912298296179476E-08 
   47   26    0.826851324967349E-08    0.132791440594976E-08 
   47   27   -0.584894899599380E-08   -0.148883405712146E-08 
   47   28    0.173203023562225E-08   -0.599783500882835E-08 
   47   29    0.539973397778772E-08    0.636159032300930E-09 
   47   30   -0.306298432339082E-08    0.259050609438537E-08 
   47   31    0.753301057904549E-09    0.170674526358644E-08 
   47   32   -0.157632330145770E-08   -0.603604182485535E-09 
   47   33   -0.489454417643379E-08    0.317408300664627E-08 
   47   34    0.946116874727767E-09    0.293463202643353E-08 
   47   35   -0.834731495382495E-08   -0.691392802062924E-10 
   47   36    0.724606495122220E-08   -0.448425524953852E-08 
   47   37    0.806532799536941E-08    0.104465856763588E-08 
   47   38    0.443748270094187E-09    0.160607686941375E-08 
   47   39   -0.129639444372317E-08    0.883756848396958E-08 
   47   40   -0.871905619558045E-08    0.790155085300533E-08 
   47   41   -0.336335904357290E-08    0.454677022630684E-08 
   47   42   -0.189710591349333E-08   -0.590223552849026E-08 
   47   43    0.154890001167833E-08    0.378163839045081E-08 
   47   44   -0.293217722558906E-08    0.102080942037107E-07 
   47   45    0.623472493044166E-08    0.341300810519938E-08 
   47   46   -0.661909107072170E-09   -0.417592753065839E-08 
   47   47    0.269497780435246E-08   -0.617081269303976E-08 
   48    0    0.351655885096222E-08    0.000000000000000E+00 
   48    1    0.142625521890198E-08    0.345808551341018E-08 
   48    2    0.471882637241031E-08    0.289404006162314E-08 
   48    3   -0.123231501971885E-08    0.331979184209462E-08 
   48    4    0.412658276837053E-09   -0.170159533823404E-09 
   48    5    0.652874373092255E-08   -0.212340448717993E-08 
   48    6    0.590875524935147E-08    0.807916091603576E-08 
   48    7   -0.161558839032390E-08    0.142258663335590E-08 
   48    8    0.104434198371791E-08    0.398492039735650E-08 
   48    9   -0.149032328300515E-08    0.383167554201435E-08 
   48   10   -0.218742543493110E-09    0.157771789377567E-08 
   48   11    0.110613633978251E-08    0.127657228958221E-08 
   48   12    0.110246070785902E-09   -0.279311713712717E-08 
   48   13    0.172957961967642E-08   -0.236724053680264E-09 
   48   14   -0.625443751438904E-09   -0.657989605675395E-10 
   48   15    0.420306387038118E-08    0.165795304906636E-08 
   48   16   -0.501762924857566E-09    0.160046670445098E-08 
   48   17    0.966468803439076E-09    0.344074896035315E-08 
   48   18   -0.684594427661338E-09    0.110907871388098E-08 
   48   19   -0.119506257284813E-08    0.447681388983454E-08 
   48   20   -0.475859648295794E-08    0.463817030347264E-08 
   48   21    0.153731191085834E-08   -0.285420902284269E-08 
   48   22   -0.668889812186547E-08    0.280113848716539E-08 
   48   23   -0.237519961911205E-08   -0.356045053156474E-09 
   48   24   -0.481782585842673E-08   -0.106270686313846E-08 
   48   25   -0.390274674603585E-08    0.176668562897621E-08 
   48   26   -0.663922373719234E-09   -0.669373086625407E-08 
   48   27   -0.847246227195490E-08    0.526950280999628E-08 
   48   28    0.309584542126143E-09   -0.786540594168538E-08 
   48   29    0.230197896265075E-08   -0.593930856201981E-08 
   48   30   -0.110756132120903E-08   -0.923287530221144E-09 
   48   31   -0.657153259921967E-09   -0.306259475212949E-08 
   48   32    0.340856787312645E-08   -0.210387242418784E-08 
   48   33    0.185127857026922E-08    0.160752879981944E-08 
   48   34    0.381893178869912E-09    0.740855907950705E-08 
   48   35   -0.511897852104620E-08    0.945320168575104E-09 
   48   36   -0.443250185916655E-08   -0.708536173754965E-09 
   48   37   -0.158794970277188E-08   -0.499894120575762E-08 
   48   38   -0.894160890213794E-08   -0.121449774825092E-08 
   48   39    0.442792947445510E-08   -0.768334898595005E-08 
   48   40    0.824123346382169E-09    0.465439985374066E-08 
   48   41   -0.254659419950131E-08   -0.991893006208707E-08 
   48   42    0.237459440516246E-08    0.219724572357716E-08 
   48   43    0.381480164962403E-08    0.525020330985291E-08 
   48   44    0.163492312045227E-09   -0.934732659057725E-10 
   48   45    0.586625241120252E-08    0.469092009824116E-08 
   48   46   -0.311075837985844E-08    0.882478617862701E-08 
   48   47    0.367407226970005E-08    0.390235825182883E-08 
   48   48    0.557283443229000E-08   -0.208159818809556E-08 
   49    0    0.205143859328463E-09    0.000000000000000E+00 
   49    1    0.664391433514445E-08   -0.190036034394696E-08 
   49    2   -0.349781337203722E-09    0.989830906759930E-09 
   49    3    0.793742681112801E-09    0.168624131137948E-08 
   49    4    0.705207184879708E-09    0.801421700951333E-08 
   49    5    0.110392640363886E-08    0.154239222893809E-08 
   49    6   -0.884023103093187E-09    0.167029976084347E-08 
   49    7    0.324311092277959E-08    0.491898586466247E-08 
   49    8    0.256140180882745E-09    0.311571547870498E-08 
   49    9    0.741885567897237E-10    0.531219655288235E-08 
   49   10   -0.732441793014566E-08   -0.117766664898695E-08 
   49   11    0.574728669328994E-08    0.397241401603775E-08 
   49   12   -0.303697917433521E-08   -0.307198355704643E-08 
   49   13    0.393057789024022E-08    0.627997571587773E-08 
   49   14    0.424998107152768E-09   -0.154474809340938E-08 
   49   15   -0.147323367406460E-08    0.617499567317911E-09 
   49   16   -0.505710171108123E-10   -0.672562100818489E-08 
   49   17   -0.159534669969393E-08   -0.114119035783765E-08 
   49   18   -0.229326742420421E-08   -0.311008142228122E-08 
   49   19   -0.217277483080969E-08    0.521347910872454E-09 
   49   20    0.541754242670240E-08   -0.801591197734706E-10 
   49   21   -0.211331648868523E-08   -0.470200116025517E-08 
   49   22   -0.666557385618506E-10    0.380871487610882E-08 
   49   23    0.210085565959387E-08   -0.114673360122382E-09 
   49   24    0.384123971189734E-08    0.126467036320858E-08 
   49   25   -0.524643989377773E-08    0.576992137595766E-08 
   49   26   -0.838694995037529E-08   -0.139127372879829E-08 
   49   27   -0.394504014773165E-08    0.257307157886248E-08 
   49   28   -0.377343923384260E-08   -0.111799780773076E-07 
   49   29   -0.185765108540811E-09   -0.156212085795710E-08 
   49   30    0.328757654500547E-08    0.369473236992961E-08 
   49   31   -0.534685299851955E-09   -0.634792605866603E-08 
   49   32    0.167841232521535E-08   -0.593145085348337E-08 
   49   33    0.263828147503457E-08   -0.123357736492176E-08 
   49   34    0.454201726906613E-08    0.102432867159598E-08 
   49   35    0.324031308420141E-08    0.560404594885933E-08 
   49   36   -0.463507079820411E-08    0.224920504423620E-08 
   49   37   -0.178961290526633E-08    0.126424681966562E-08 
   49   38    0.287110381877259E-08   -0.205286586558783E-08 
   49   39    0.190179221468549E-08    0.164129893427716E-08 
   49   40   -0.327827689888577E-08    0.158093646714936E-08 
   49   41   -0.233055589636319E-08   -0.237706414850834E-08 
   49   42   -0.287056085384204E-08   -0.491638619907109E-09 
   49   43    0.550945082726575E-08   -0.735387012636503E-08 
   49   44    0.576551039258161E-08    0.789159397935885E-08 
   49   45    0.116611475592865E-08   -0.108887901275998E-08 
   49   46    0.245468732160575E-08    0.455986919989252E-09 
   49   47    0.324085208759344E-08    0.133104921208152E-08 
   49   48   -0.158121231635575E-08    0.857083439285854E-09 
   49   49    0.255298117898549E-08    0.287261384670791E-08 
   50    0   -0.484413297061674E-08    0.000000000000000E+00 
   50    1    0.350782980273814E-08    0.305620601675768E-09 
   50    2   -0.805778613139332E-08   -0.163273600148347E-08 
   50    3   -0.912906949567523E-10   -0.522696671334636E-09 
   50    4   -0.837003566657236E-08    0.357525579612080E-09 
   50    5    0.617695622073981E-10   -0.274682013049472E-08 
   50    6   -0.332340106884152E-09    0.317007297022718E-08 
   50    7    0.211064639774995E-08    0.309662180086272E-08 
   50    8   -0.372230172022279E-08   -0.228618369656941E-09 
   50    9   -0.225731287142318E-08    0.266364773742180E-08 
   50   10   -0.274483900299044E-08   -0.207729846559544E-08 
   50   11   -0.223289604181827E-08    0.170409522869815E-08 
   50   12   -0.551451356893252E-08    0.506685831981915E-08 
   50   13   -0.951335025382844E-09   -0.560476773120428E-10 
   50   14   -0.247815595021095E-08    0.332313363293182E-08 
   50   15   -0.330190289033278E-08   -0.294429381356370E-09 
   50   16   -0.260863661800294E-08   -0.526902467943731E-08 
   50   17    0.683140299298598E-09   -0.298871265728967E-08 
   50   18    0.195653662298150E-08   -0.384309743416777E-08 
   50   19    0.591900778952854E-09    0.483272200858430E-09 
   50   20    0.172578026038649E-08   -0.214906383757716E-08 
   50   21   -0.288679243291874E-09   -0.445111282065898E-09 
   50   22    0.108959313214130E-08   -0.569098491946679E-09 
   50   23   -0.196844543021153E-08   -0.544557167401713E-08 
   50   24    0.930994197126768E-08   -0.681937642859517E-09 
   50   25    0.476889420158310E-08    0.261965183394672E-08 
   50   26   -0.876250995701851E-08   -0.190519061720152E-08 
   50   27    0.591817050382985E-08   -0.328516297753060E-08 
   50   28   -0.124986321690865E-08    0.683787798428020E-08 
   50   29    0.522963360100246E-08    0.155378531540419E-08 
   50   30    0.403868959934303E-08    0.697645640891667E-08 
   50   31   -0.285361588685097E-08    0.583056097452490E-08 
   50   32   -0.259869341060987E-08    0.113037623838192E-08 
   50   33   -0.313518465238652E-08   -0.281774458306967E-08 
   50   34   -0.159075082059979E-08   -0.146000783171150E-08 
   50   35    0.229659778178975E-08    0.163109477055372E-09 
   50   36   -0.190174457986705E-09    0.651241912384999E-09 
   50   37   -0.114143963919013E-08   -0.102413383321410E-08 
   50   38   -0.112127478277393E-08   -0.558583099355277E-08 
   50   39   -0.538606701554733E-08    0.851659511085410E-08 
   50   40    0.218885321659293E-08    0.530851039151540E-08 
   50   41   -0.632616762227851E-08   -0.580489310418867E-08 
   50   42    0.545237837001512E-08   -0.394581452441248E-08 
   50   43    0.125670431057761E-10   -0.159414419200786E-08 
   50   44    0.901976244275987E-09   -0.829753615104523E-09 
   50   45   -0.280368042561337E-08    0.561945781926236E-08 
   50   46   -0.575210397042755E-08    0.218287703341263E-08 
   50   47   -0.608876988443511E-08   -0.113790425756449E-07 
   50   48    0.860805948325325E-09    0.693329774180107E-09 
   50   49    0.219096766385048E-08   -0.480022438646521E-08 
   50   50    0.453662407791277E-08    0.254435058162725E-08 
   51    0   -0.445994751240991E-08    0.000000000000000E+00 
   51    1    0.176153342495223E-08    0.116023092050572E-08 
   51    2   -0.733442548679379E-08   -0.247294042737882E-08 
   51    3   -0.514217248946619E-08   -0.683663525337671E-08 
   51    4    0.206525293803445E-08    0.170408680666061E-08 
   51    5   -0.358418621836252E-08   -0.354723448392555E-08 
   51    6    0.836307735225935E-09   -0.340349914916797E-08 
   51    7   -0.101676377594624E-08    0.380023493200603E-08 
   51    8    0.146778651885453E-08    0.380062129593966E-08 
   51    9    0.995391969293481E-09   -0.323578665990975E-08 
   51   10    0.250332161732775E-09   -0.249974461932570E-08 
   51   11   -0.235790389926794E-08    0.138764102474308E-08 
   51   12   -0.371468627939273E-08    0.867273636540852E-09 
   51   13   -0.993468548605597E-08    0.123773060536081E-08 
   51   14    0.135412176089598E-08    0.215236778109101E-09 
   51   15    0.150408552759400E-08   -0.223686402001793E-09 
   51   16   -0.209706967413414E-09   -0.111997523301973E-08 
   51   17    0.386543769248119E-08   -0.228662524105154E-08 
   51   18    0.291711500075085E-09   -0.117544726773440E-08 
   51   19    0.499308729177310E-09   -0.166115961381166E-09 
   51   20   -0.345490820284432E-09    0.817423173086225E-10 
   51   21    0.249690837059927E-08    0.675355368293464E-09 
   51   22   -0.365617861608819E-08   -0.240772725916570E-08 
   51   23   -0.175435787299386E-08    0.172134178981912E-08 
   51   24    0.275675974239241E-08   -0.634397458366887E-08 
   51   25    0.705504308490464E-08   -0.175828288234842E-08 
   51   26   -0.130604628699732E-08   -0.395680760994381E-08 
   51   27    0.519579935231137E-08   -0.923956648038128E-08 
   51   28    0.392185555651492E-08    0.660988535260838E-08 
   51   29   -0.186036986195510E-08    0.197639171825875E-08 
   51   30    0.182622588342437E-08    0.304239309536145E-08 
   51   31    0.459476654864729E-09    0.644637432189096E-08 
   51   32    0.733572094451565E-09    0.148164488186667E-08 
   51   33   -0.383409291731179E-08    0.756487945660300E-09 
   51   34   -0.439880988695671E-08   -0.863524864283372E-09 
   51   35    0.265753672524185E-08    0.269021517071917E-08 
   51   36   -0.640218673361944E-08    0.280445307799454E-08 
   51   37   -0.316575349320809E-08   -0.563201905716058E-08 
   51   38    0.192711523577473E-08   -0.564622268970055E-08 
   51   39    0.599627148045253E-08    0.820916752980767E-09 
   51   40   -0.273208685321464E-08   -0.824057952390585E-09 
   51   41    0.211800656758274E-08    0.119299875348080E-08 
   51   42    0.655636936967176E-09    0.383904927925507E-08 
   51   43   -0.522119705234409E-08    0.298490909751550E-08 
   51   44    0.288735611345440E-09    0.127514954532235E-08 
   51   45   -0.887115795011229E-08   -0.604907543081511E-08 
   51   46    0.433325003784975E-09    0.846699980798475E-10 
   51   47    0.339148814854602E-08   -0.214859803014699E-08 
   51   48    0.376579819673497E-08    0.182027510942963E-08 
   51   49   -0.222104694738612E-08   -0.193279191790277E-08 
   51   50   -0.214664414861102E-08    0.547271226517156E-08 
   51   51    0.103322279505270E-08    0.300891982253340E-08 
   52    0    0.121397433996932E-08    0.000000000000000E+00 
   52    1   -0.175553542499918E-08   -0.462479748404382E-08 
   52    2    0.357183436717514E-08    0.103637394086185E-08 
   52    3    0.191805496910390E-08   -0.675042393359725E-09 
   52    4    0.306874922390903E-08    0.891165492582645E-09 
   52    5    0.121884148060942E-08   -0.207865646129482E-08 
   52    6   -0.644540030958310E-08   -0.368134788446720E-09 
   52    7   -0.461174924668708E-08   -0.302083559125482E-08 
   52    8    0.151857332674397E-08   -0.194387250572962E-08 
   52    9   -0.271831553528629E-08   -0.449090210340049E-08 
   52   10    0.339508865586126E-08   -0.152850596233865E-08 
   52   11   -0.185959208598153E-09   -0.181584225444246E-09 
   52   12   -0.165801969956894E-08   -0.336465933339978E-08 
   52   13   -0.335616454741892E-08    0.376242362102901E-08 
   52   14    0.344558029488442E-08   -0.499424722434901E-09 
   52   15    0.257063514351131E-08    0.230051288975405E-08 
   52   16   -0.117405087213487E-08    0.289641238870523E-08 
   52   17    0.805061210128715E-09    0.199273646264857E-08 
   52   18    0.695065967994903E-09   -0.857152452180839E-09 
   52   19    0.896260767830412E-09    0.151713913986054E-08 
   52   20    0.180882587122111E-08   -0.352620218657179E-08 
   52   21    0.232684912059575E-09    0.369722179241317E-09 
   52   22   -0.330488410820390E-08    0.364014833234463E-08 
   52   23    0.525259896192272E-08    0.123928771218203E-08 
   52   24    0.122268569832864E-09    0.166863848126850E-09 
   52   25    0.329382346445467E-08   -0.273214157613081E-08 
   52   26   -0.557645613224332E-08   -0.277035347174637E-08 
   52   27   -0.311114263646441E-09   -0.565976596165072E-08 
   52   28    0.254212609801457E-08    0.112851427238175E-08 
   52   29   -0.656328327373429E-08   -0.405207128886224E-08 
   52   30   -0.129956445184689E-08   -0.164660499223074E-09 
   52   31    0.241691969302687E-08   -0.183875365500660E-08 
   52   32    0.419992394008803E-08   -0.556660274002227E-08 
   52   33   -0.219516966499273E-09   -0.100354220354975E-08 
   52   34    0.546278322208028E-08   -0.130128337796584E-08 
   52   35    0.659267541732458E-08    0.644759154011697E-08 
   52   36    0.124991192815843E-08    0.675944695536634E-08 
   52   37   -0.104648987094099E-07    0.285911996973489E-08 
   52   38   -0.119561209491161E-08   -0.168127808195722E-08 
   52   39   -0.138841222629757E-08   -0.259322828305529E-08 
   52   40   -0.102033320058675E-07   -0.148066824480364E-08 
   52   41   -0.305195981273579E-08   -0.350176534561790E-08 
   52   42    0.117180481245418E-09   -0.567207476373208E-08 
   52   43    0.441526261385368E-08   -0.255395141360116E-08 
   52   44   -0.140080543581998E-08   -0.217503572883045E-09 
   52   45    0.175500930039311E-08   -0.309929301030308E-09 
   52   46    0.530436331640278E-11    0.387920152276034E-08 
   52   47   -0.330622749611882E-08    0.429491726819105E-08 
   52   48    0.361598783742741E-08    0.289454158788704E-08 
   52   49   -0.747540600133225E-08    0.685479734220168E-08 
   52   50   -0.529730516130201E-08   -0.883505897860865E-09 
   52   51   -0.599292245955449E-08   -0.173617066401093E-08 
   52   52   -0.218074190148908E-08   -0.445008989697993E-08 
   53    0    0.785881600242532E-08    0.000000000000000E+00 
   53    1    0.188031785607496E-08   -0.464434786048424E-09 
   53    2    0.580301082865582E-08   -0.243229299692077E-08 
   53    3   -0.159225919238272E-08    0.139094426954631E-08 
   53    4    0.456039359993055E-08    0.140981264447234E-08 
   53    5   -0.458237905772415E-09   -0.383090593816194E-08 
   53    6    0.288097951570863E-08   -0.103722656542823E-08 
   53    7    0.111626003380409E-08   -0.601424207019217E-08 
   53    8    0.186441413332863E-08    0.770444175251233E-11 
   53    9    0.289571303753527E-08   -0.286768188851927E-08 
   53   10    0.945615019295753E-08   -0.235065455313383E-08 
   53   11    0.340956164292094E-08    0.450489152409407E-09 
   53   12    0.684315455583565E-09   -0.596805798699123E-08 
   53   13    0.463261516065270E-08    0.413605522789512E-08 
   53   14    0.200685772441286E-08   -0.447680614511635E-09 
